Date,Open,High,Low,Close,Volume,Adj Close
2013-09-09,78.8445,81.90,77.70,78.8445,240300,57.3867
2013-09-06,80.8395,81.48,79.3275,80.8395,216200,58.8388
2013-09-05,79.275,79.275,76.755,79.275,323200,57.7001
2013-09-04,76.7445,78.0045,74.7075,76.7445,292400,55.8583
2013-09-03,74.4135,74.76,74.0355,74.4135,60300,54.1617
2013-09-02,74.55,75.3375,74.1405,74.55,77000,54.261
2013-08-30,74.55,75.0751,73.50,74.55,74500,54.261
2013-08-29,73.8151,75.0751,73.1955,73.8151,108900,53.7261
2013-08-28,74.76,75.60,74.0355,74.76,120200,54.4139
2013-08-27,75.81,76.6395,75.285,75.81,74900,55.1781
2013-08-26,76.3351,76.3351,74.55,76.3351,120800,55.5603
2013-08-23,74.865,75.2325,74.55,74.865,67500,54.4903
2013-08-22,74.55,76.125,71.211,74.55,219700,54.261
2013-08-21,71.211,71.211,71.211,71.211,000,51.8307
2013-08-20,71.211,71.40,70.77,71.211,66900,51.8307
2013-08-19,70.5601,71.40,70.5601,70.5601,56500,51.3569
2013-08-16,70.875,71.4945,70.791,70.875,47300,51.5862
2013-08-15,71.2005,72.03,71.2005,71.2005,54500,51.8231
2013-08-14,72.03,72.24,71.40,72.03,58000,52.4268
2013-08-13,71.925,72.66,71.40,71.925,98300,52.3504
2013-08-12,71.9355,73.395,69.7514,71.9355,101400,52.3581
2013-08-09,76.6497,77.4372,76.1351,76.6497,151200,50.5327
2013-08-08,76.3347,77.0697,75.9147,76.3347,91800,50.325
2013-08-07,76.1351,76.6497,73.8147,76.1351,122600,50.1935
2013-08-06,73.7097,73.9197,73.4998,73.7097,79800,48.5944
2013-08-05,73.6047,74.4342,73.1847,73.6047,64200,48.5252
2013-08-02,73.4998,74.7597,73.4998,73.4998,205900,48.4561
2013-08-01,74.0247,76.5447,74.0247,74.0247,298200,48.8022
2013-07-31,76.5447,76.9647,75.9147,76.5447,40600,50.4635
2013-07-30,76.6497,77.6997,76.2822,76.6497,86900,50.5327
2013-07-29,75.8202,79.1592,75.8202,75.8202,51700,49.9858
2013-07-26,79.1592,79.2747,77.1852,79.1592,133700,52.1871
2013-07-25,77.2797,78.2246,75.3792,77.2797,127700,50.9481
2013-07-24,74.8646,75.5787,73.6887,74.8646,128700,49.3559
2013-07-23,74.0247,74.2662,73.6677,74.0247,24100,48.8022
2013-07-22,74.0247,74.0247,72.9747,74.0247,125000,48.8022
2013-07-19,73.2267,73.2267,72.9747,73.2267,14200,48.276
2013-07-18,72.6702,72.9747,72.5547,72.6702,40600,47.9092
2013-07-17,72.7122,72.7122,72.2502,72.7122,30300,47.9369
2013-07-16,72.6387,72.7017,71.7252,72.6387,83800,47.8884
2013-07-15,72.3447,72.4497,71.6202,72.3447,103800,47.6945
2013-07-12,72.7333,72.7333,72.1348,72.7333,71300,47.9507
2013-07-11,72.4497,72.7543,71.6727,72.4497,70500,47.7638
2013-07-10,71.8197,72.4182,71.8197,71.8197,3500,47.3484
2013-07-09,71.7147,72.4497,71.7147,71.7147,55900,47.2792
2013-07-08,72.4497,72.6387,72.2292,72.4497,41600,47.7638
2013-07-05,72.1978,72.6597,72.1873,72.1978,20700,47.5977
2013-07-04,72.4497,72.9642,71.3998,72.4497,79000,47.7638
2013-07-03,71.3998,71.6622,70.8747,71.3998,39500,47.0716
2013-07-02,71.0847,71.3998,70.3497,71.0847,36100,46.8639
2013-07-01,70.9797,70.9797,70.2972,70.9797,44700,46.7946
2013-06-28,70.1398,70.6647,69.2892,70.1398,71000,46.2409
2013-06-27,68.4702,69.6147,68.2497,68.4702,36000,45.1402
2013-06-26,69.2997,69.8247,67.7142,69.2997,107200,45.6871
2013-06-25,66.7588,68.0398,66.5382,66.7588,59700,44.0119
2013-06-24,68.2497,69.2997,67.8297,68.2497,40600,44.9948
2013-06-21,67.6197,67.7247,67.3048,67.6197,13200,44.5795
2013-06-20,68.2497,68.5122,67.7247,68.2497,33300,44.9948
2013-06-19,68.2497,68.9847,67.9873,68.2497,25000,44.9948
2013-06-18,67.6302,68.1343,67.1997,67.6302,66700,44.5864
2013-06-17,67.5043,67.6092,65.8977,67.5043,30900,44.5034
2013-06-14,66.1498,67.7247,65.8452,66.1498,17800,43.6104
2013-06-13,66.1498,67.7247,65.6247,66.1498,15500,43.6104
2013-06-12,67.7352,67.7352,67.7352,67.7352,000,44.6557
2013-06-11,67.7352,69.6042,67.7352,67.7352,39400,44.6557
2013-06-10,68.6277,70.8747,68.6277,68.6277,94100,45.2441
2013-06-07,69.2997,72.4497,67.6827,69.2997,201100,45.6871
2013-06-06,67.4203,67.5148,64.0498,67.4203,64200,44.448
2013-06-05,63.7137,63.8397,63.3148,63.7137,53500,42.0044
2013-06-04,63.3148,63.5143,63.2097,63.3148,38100,41.7414
2013-06-03,63.3148,63.4198,62.9997,63.3148,25900,41.7414
2013-05-31,63.2623,63.3148,62.8947,63.2623,31200,41.7068
2013-05-30,63.1047,63.1047,62.8947,63.1047,3500,41.6029
2013-05-29,63.2097,63.3148,62.9997,63.2097,45200,41.6722
2013-05-28,62.6848,63.2097,62.6848,62.6848,13100,41.3261
2013-05-27,62.9997,63.2097,62.6848,62.9997,32100,41.5337
2013-05-24,63.1047,63.1992,62.9997,63.1047,13000,41.6029
2013-05-23,63.2097,64.1023,61.9498,63.2097,53000,41.6722
2013-05-22,61.7502,61.9498,61.4248,61.7502,8300,40.71
2013-05-21,62.8003,62.8003,62.8003,62.8003,000,41.4022
2013-05-20,62.8003,62.8003,62.8003,62.8003,2300,41.4022
2013-05-17,63.2097,63.2097,62.9997,63.2097,8300,41.6722
2013-05-16,62.8422,63.4723,62.8422,62.8422,62100,41.4298
2013-05-15,62.8947,62.8947,61.7397,62.8947,27300,41.4645
2013-05-14,61.7397,61.7397,61.7397,61.7397,1100,40.703
2013-05-13,62.0128,62.2647,62.0128,62.0128,5900,40.883
2013-05-10,61.9498,62.9997,61.9498,61.9498,21400,40.8415
2013-05-09,62.9997,62.9997,62.9997,62.9997,000,41.5337
2013-05-08,62.9997,62.9997,62.9997,62.9997,000,41.5337
2013-05-07,62.9997,63.3148,62.9997,62.9997,15400,41.5337
2013-05-06,62.9997,62.9997,62.9997,62.9997,000,41.5337
2013-05-03,62.9997,63.3148,62.9997,62.9997,3500,41.5337
2013-05-02,63.3148,63.3148,62.9997,63.3148,9500,41.7414
2013-05-01,62.9997,62.9997,62.9997,62.9997,000,41.5337
2013-04-30,62.9997,62.9997,61.9498,62.9997,9500,41.5337
2013-04-29,61.7397,62.9997,61.7397,61.7397,33000,40.703
2013-04-26,63.0522,63.2623,62.4747,63.0522,20200,41.5683
2013-04-25,62.9997,63.2097,62.7898,62.9997,25000,41.5337
2013-04-24,63.6297,63.6297,62.9997,63.6297,51300,41.949
2013-04-23,62.9997,64.1023,62.7898,62.9997,46400,41.5337
2013-04-22,62.7898,63.2097,62.7898,62.7898,11900,41.3953
2013-04-19,62.9997,63.3148,62.9997,62.9997,3700,41.5337
2013-04-18,63.3148,63.3148,61.7397,63.3148,55900,41.7414
2013-04-17,62.7268,63.7872,62.4747,62.7268,16600,41.3538
2013-04-16,63.5248,63.5248,62.5798,63.5248,14200,41.8799
2013-04-15,61.9498,64.0498,60.6898,61.9498,76300,40.8415
2013-04-12,64.5748,65.4148,64.0498,64.5748,53700,42.5721
2013-04-11,63.8397,69.6147,63.8397,63.8397,122100,42.0875
2013-04-10,68.2812,69.0897,65.6247,68.2812,143200,45.0156
2013-04-09,66.1917,66.4647,64.0498,66.1917,158400,43.6381
2013-04-08,63.7347,63.9973,62.9997,63.7347,59500,42.0183
2013-04-05,61.2148,61.2148,61.2148,61.2148,000,40.3569
2013-04-04,61.2148,61.2148,61.2148,61.2148,000,40.3569
2013-04-03,61.2148,61.2148,61.2148,61.2148,000,40.3569
2013-04-02,61.2148,61.3198,60.8997,61.2148,11900,40.3569
2013-04-01,61.1097,61.4248,60.6898,61.1097,41900,40.2877
2013-03-29,61.0047,61.4248,60.6898,61.0047,35700,40.2185
2013-03-28,61.4248,61.4248,60.8997,61.4248,27400,40.4954
2013-03-27,60.8997,61.1097,60.6898,60.8997,26100,40.1492
2013-03-26,60.8997,61.4248,60.1648,60.8997,14200,40.1492
2013-03-25,59.8498,61.3408,58.7998,59.8498,29800,39.457
2013-03-22,58.5688,58.5688,57.9703,58.5688,26100,38.6125
2013-03-21,56.6998,56.6998,56.6998,56.6998,000,37.3804
2013-03-20,56.6998,56.9097,56.6998,56.6998,7100,37.3804
2013-03-19,57.5397,58.1697,50.3998,57.5397,40400,37.9341
2013-03-18,58.1697,58.1697,57.2248,58.1697,42800,38.3494
2013-03-15,58.1697,58.1697,57.7497,58.1697,29800,38.3494
2013-03-14,57.5397,58.1697,57.5397,57.5397,26100,37.9341
2013-03-13,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-03-12,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-03-11,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-03-08,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-03-07,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-03-06,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-03-05,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-03-04,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-03-01,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-02-28,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-02-27,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-02-26,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-02-22,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-02-21,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-02-20,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-02-19,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-02-18,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-02-15,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-02-14,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-02-13,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-02-12,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-02-11,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-02-08,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-02-07,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-02-06,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-02-05,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-02-04,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-02-01,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-01-31,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-01-30,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-01-29,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-01-28,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-01-25,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-01-24,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-01-23,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-01-22,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-01-21,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-01-18,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-01-17,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-01-16,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-01-15,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-01-14,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-01-11,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-01-10,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-01-09,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-01-08,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-01-07,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-01-04,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-01-03,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-01-02,48.2998,48.2998,48.2998,48.2998,000,31.8425
2013-01-01,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-12-31,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-12-28,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-12-27,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-12-26,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-12-25,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-12-24,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-12-21,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-12-20,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-12-19,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-12-18,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-12-17,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-12-14,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-12-13,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-12-12,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-12-11,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-12-10,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-12-07,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-12-06,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-12-05,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-12-04,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-12-03,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-11-30,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-11-29,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-11-28,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-11-27,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-11-26,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-11-23,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-11-22,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-11-21,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-11-20,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-11-19,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-11-16,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-11-15,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-11-14,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-11-13,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-11-12,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-11-09,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-11-08,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-11-07,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-11-06,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-11-05,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-11-02,48.2998,48.2998,48.2998,48.2998,000,31.8425
2012-11-01,48.2998,48.2998,47.7748,48.2998,000,31.8425
